time_s,pga_gal,mmi,category,vibration_detected
193.55,3.78,III,Weak,0
193.66,11.68,V,Moderate,1
193.77,9.97,IV,Light,1
193.88,15.63,V,Moderate,1
194.0,2.4,III,Weak,0
194.11,39.66,VI,Strong,1
194.23,31.72,VI,Strong,1
194.35,6.53,IV,Light,1
194.45,12.1,V,Moderate,1
194.57,24.62,V,Moderate,1
194.7,8.71,IV,Light,1
194.81,7.81,IV,Light,1
194.93,6.28,IV,Light,1
195.04,10.97,V,Moderate,1
195.16,21.44,V,Moderate,1
195.27,35.77,VI,Strong,1
195.38,41.58,VI,Strong,1
195.49,8.67,IV,Light,1
195.61,16.93,V,Moderate,1
195.72,17.95,V,Moderate,1
3.02,0.0,I,Instrumental,0
3.13,3.8,III,Weak,0
3.24,2.09,III,Weak,0
3.35,2.48,III,Weak,0
3.45,0.37,I,Instrumental,0
3.57,2.75,III,Weak,0
3.68,1.13,II,Very Weak,0
3.79,0.31,I,Instrumental,0
3.89,0.08,I,Instrumental,0
4.01,0.58,I,Instrumental,0
4.12,1.05,II,Very Weak,0
4.23,0.1,I,Instrumental,0
4.35,0.42,I,Instrumental,0
4.47,0.72,I,Instrumental,0
4.58,1.09,II,Very Weak,0
4.7,2.03,III,Weak,0
4.81,13.63,V,Moderate,1
4.92,21.65,V,Moderate,1
5.03,8.95,IV,Light,1
5.15,20.09,V,Moderate,1
5.26,1.08,II,Very Weak,0
5.37,4.85,III,Weak,0
5.49,23.48,V,Moderate,1
5.6,19.95,V,Moderate,1
5.7,54.78,VII,Very Strong,1
5.82,11.61,V,Moderate,1
5.93,5.68,IV,Light,1
6.04,25.76,VI,Strong,1
6.15,18.9,V,Moderate,1
6.26,25.45,VI,Strong,1
6.38,4.94,III,Weak,0
6.49,23.3,V,Moderate,1
6.6,44.12,VI,Strong,1
6.71,31.05,VI,Strong,1
6.82,54.17,VII,Very Strong,1
6.94,20.81,V,Moderate,1
7.06,3.55,III,Weak,0
7.16,110.71,VIII,Severe,1
7.28,25.41,VI,Strong,1
7.39,42.32,VI,Strong,1
7.5,32.1,VI,Strong,1
7.61,16.16,V,Moderate,1
7.72,33.2,VI,Strong,1
7.83,3.36,III,Weak,0
7.94,10.32,V,Moderate,1
8.06,53.78,VII,Very Strong,1
8.17,13.57,V,Moderate,1
8.28,115.68,VIII,Severe,1
8.39,50.16,VII,Very Strong,1
8.51,45.35,VI,Strong,1
8.61,42.54,VI,Strong,1
8.78,44.72,VI,Strong,1
8.89,10.62,V,Moderate,1
9.01,7.75,IV,Light,1
9.11,50.91,VII,Very Strong,1
9.22,27.98,VI,Strong,1
9.34,16.69,V,Moderate,1
9.45,11.75,V,Moderate,1
9.58,53.21,VII,Very Strong,1
9.7,4.47,III,Weak,0
9.82,15.04,V,Moderate,1
9.93,42.72,VI,Strong,1
10.05,22.21,V,Moderate,1
10.16,19.6,V,Moderate,1
10.28,45.3,VI,Strong,1
10.39,10.81,V,Moderate,1
10.5,104.56,VIII,Severe,1
10.61,38.0,VI,Strong,1
10.73,5.0,III,Weak,0
10.84,33.98,VI,Strong,1
10.95,18.06,V,Moderate,1
11.06,28.31,VI,Strong,1
11.18,14.34,V,Moderate,1
11.29,27.41,VI,Strong,1
11.41,7.59,IV,Light,1
11.51,3.16,III,Weak,0
11.63,98.04,VII,Very Strong,1
11.74,45.2,VI,Strong,1
11.86,29.01,VI,Strong,1
11.97,25.72,VI,Strong,1
12.09,16.05,V,Moderate,1
12.2,18.77,V,Moderate,1
12.32,10.36,V,Moderate,1
12.42,3.6,III,Weak,0
12.54,19.49,V,Moderate,1
12.65,1.12,II,Very Weak,0
12.76,13.86,V,Moderate,1
12.87,17.46,V,Moderate,1
12.99,7.05,IV,Light,1
13.1,8.67,IV,Light,1
13.21,1.1,II,Very Weak,0
13.32,4.63,III,Weak,0
13.43,23.4,V,Moderate,1
13.55,91.78,VII,Very Strong,1
13.67,66.67,VII,Very Strong,1
13.78,0.48,I,Instrumental,0
13.89,23.5,V,Moderate,1
14.01,15.19,V,Moderate,1
202.09,52.64,VII,Very Strong,1
202.2,20.4,V,Moderate,1
202.32,7.01,IV,Light,1
202.43,18.43,V,Moderate,1
202.55,35.76,VI,Strong,1
202.66,91.55,VII,Very Strong,1
202.77,53.27,VII,Very Strong,1
202.95,15.53,V,Moderate,1
203.06,78.51,VII,Very Strong,1
203.17,13.89,V,Moderate,1
203.29,4.55,III,Weak,0
203.4,10.16,V,Moderate,1
203.51,38.22,VI,Strong,1
203.63,0.77,I,Instrumental,0
203.74,9.7,IV,Light,1
203.85,8.11,IV,Light,1
203.97,43.81,VI,Strong,1
204.08,7.32,IV,Light,1
204.2,40.39,VI,Strong,1
204.32,14.12,V,Moderate,1
204.43,38.81,VI,Strong,1
204.54,7.08,IV,Light,1
204.66,67.29,VII,Very Strong,1
204.77,9.27,IV,Light,1
204.88,32.95,VI,Strong,1
205.0,81.31,VII,Very Strong,1
205.11,26.49,VI,Strong,1
205.23,55.66,VII,Very Strong,1
205.34,9.8,IV,Light,1
205.45,15.81,V,Moderate,1
205.57,13.78,V,Moderate,1
205.68,12.5,V,Moderate,1
205.8,12.81,V,Moderate,1
205.91,15.61,V,Moderate,1
206.02,24.33,V,Moderate,1
206.13,75.07,VII,Very Strong,1
206.25,65.86,VII,Very Strong,1
206.36,41.66,VI,Strong,1
206.48,7.0,IV,Light,1
206.59,6.21,IV,Light,1
206.7,52.61,VII,Very Strong,1
206.81,20.77,V,Moderate,1
206.92,11.32,V,Moderate,1
207.03,4.35,III,Weak,0
207.15,12.42,V,Moderate,1
207.26,4.16,III,Weak,0
207.38,5.3,IV,Light,1
207.49,8.61,IV,Light,1
207.6,1.01,II,Very Weak,0
207.71,11.64,V,Moderate,1
207.83,15.18,V,Moderate,1
207.94,8.05,IV,Light,1
208.06,16.28,V,Moderate,1
208.16,30.46,VI,Strong,1
208.28,2.13,III,Weak,0
208.39,1.09,II,Very Weak,0
208.5,0.51,I,Instrumental,0
208.61,4.26,III,Weak,0
208.73,6.44,IV,Light,1
208.84,19.52,V,Moderate,1
208.95,3.18,III,Weak,0
209.06,4.69,III,Weak,0
209.18,6.78,IV,Light,1
209.29,1.07,II,Very Weak,0
209.4,15.72,V,Moderate,1
209.51,29.22,VI,Strong,1
209.62,15.39,V,Moderate,1
209.75,2.85,III,Weak,0
209.86,13.87,V,Moderate,1
209.98,45.3,VI,Strong,1
210.09,16.09,V,Moderate,1
210.21,17.48,V,Moderate,1
210.32,28.07,VI,Strong,1
210.43,19.67,V,Moderate,1
210.55,7.63,IV,Light,1
210.67,6.78,IV,Light,1
210.78,44.96,VI,Strong,1
210.9,6.9,IV,Light,1
211.01,36.0,VI,Strong,1
211.12,6.28,IV,Light,1
211.23,24.42,V,Moderate,1
211.35,27.77,VI,Strong,1
211.46,43.04,VI,Strong,1
211.57,1.98,II,Very Weak,0
211.69,52.41,VII,Very Strong,1
211.79,24.06,V,Moderate,1
211.9,12.07,V,Moderate,1
212.02,19.88,V,Moderate,1
212.13,11.44,V,Moderate,1
212.24,25.28,VI,Strong,1
212.36,6.29,IV,Light,1
212.47,35.84,VI,Strong,1
212.58,11.59,V,Moderate,1
212.69,3.56,III,Weak,0
212.8,26.87,VI,Strong,1
212.91,7.33,IV,Light,1
213.02,16.37,V,Moderate,1
213.13,17.29,V,Moderate,1
213.24,1.42,II,Very Weak,0
213.34,37.97,VI,Strong,1
213.46,29.9,VI,Strong,1
213.57,24.78,V,Moderate,1
213.68,70.86,VII,Very Strong,1
213.78,46.93,VI,Strong,1
213.9,46.23,VI,Strong,1
214.0,19.53,V,Moderate,1
214.11,3.02,III,Weak,0
214.23,1.15,II,Very Weak,0
214.34,2.69,III,Weak,0
214.45,38.69,VI,Strong,1
214.56,11.97,V,Moderate,1
214.67,25.81,VI,Strong,1
214.77,71.45,VII,Very Strong,1
214.88,52.44,VII,Very Strong,1
214.99,42.29,VI,Strong,1
215.1,16.63,V,Moderate,1
215.22,4.25,III,Weak,0
215.33,0.83,I,Instrumental,0
215.44,10.64,V,Moderate,1
215.55,10.17,V,Moderate,1
215.66,0.47,I,Instrumental,0
215.77,6.16,IV,Light,1
215.88,1.07,II,Very Weak,0
215.99,1.44,II,Very Weak,0
216.11,46.09,VI,Strong,1
216.22,12.74,V,Moderate,1
216.33,14.79,V,Moderate,1
216.45,13.55,V,Moderate,1
216.56,12.2,V,Moderate,1
216.67,6.4,IV,Light,1
216.78,0.36,I,Instrumental,0
216.88,2.0,II,Very Weak,0
217.0,2.38,III,Weak,0
217.11,1.65,II,Very Weak,0
217.22,129.79,VIII,Severe,1
217.33,23.97,V,Moderate,1
217.43,22.77,V,Moderate,1
217.54,38.97,VI,Strong,1
217.65,202.68,VIII,Severe,1
217.76,86.07,VII,Very Strong,1
217.88,31.99,VI,Strong,1
217.99,29.79,VI,Strong,1
218.11,16.89,V,Moderate,1
218.22,14.7,V,Moderate,1
218.34,109.88,VIII,Severe,1
218.45,53.05,VII,Very Strong,1
218.56,11.91,V,Moderate,1
218.67,63.61,VII,Very Strong,1
218.78,188.31,VIII,Severe,1
218.89,73.58,VII,Very Strong,1
219.0,38.08,VI,Strong,1
219.11,20.73,V,Moderate,1
219.23,7.59,IV,Light,1
219.34,20.61,V,Moderate,1
219.46,21.56,V,Moderate,1
219.57,40.28,VI,Strong,1
219.68,7.24,IV,Light,1
219.79,5.86,IV,Light,1
219.91,104.53,VIII,Severe,1
220.22,16.57,V,Moderate,1
224.11,31.51,VI,Strong,1
224.24,45.22,VI,Strong,1
224.36,29.45,VI,Strong,1
224.47,5.79,IV,Light,1
224.58,45.81,VI,Strong,1
224.69,7.85,IV,Light,1
224.8,45.65,VI,Strong,1
224.92,27.69,VI,Strong,1
225.03,128.59,VIII,Severe,1
225.14,3.8,III,Weak,0
225.25,33.95,VI,Strong,1
225.36,41.93,VI,Strong,1
225.47,3.75,III,Weak,0
225.59,1.61,II,Very Weak,0
225.7,28.16,VI,Strong,1
225.81,6.86,IV,Light,1
225.91,6.08,IV,Light,1
226.03,36.69,VI,Strong,1
226.14,35.0,VI,Strong,1
226.26,12.84,V,Moderate,1
226.36,4.77,III,Weak,0
226.48,16.6,V,Moderate,1
226.6,24.8,V,Moderate,1
226.71,14.63,V,Moderate,1
226.82,30.14,VI,Strong,1
226.93,15.03,V,Moderate,1
227.05,1.93,II,Very Weak,0
227.15,22.31,V,Moderate,1
227.27,15.55,V,Moderate,1
227.38,13.01,V,Moderate,1
227.49,19.78,V,Moderate,1
227.61,20.63,V,Moderate,1
227.72,9.25,IV,Light,1
227.83,2.15,III,Weak,0
227.95,21.81,V,Moderate,1
228.06,0.76,I,Instrumental,0
228.17,9.99,IV,Light,1
228.28,62.06,VII,Very Strong,1
228.4,16.73,V,Moderate,1
228.51,39.57,VI,Strong,1
228.62,23.91,V,Moderate,1
228.74,20.52,V,Moderate,1
228.85,2.69,III,Weak,0
228.97,9.51,IV,Light,1
229.08,11.38,V,Moderate,1
229.19,32.62,VI,Strong,1
229.3,40.87,VI,Strong,1
229.42,30.35,VI,Strong,1
229.53,27.92,VI,Strong,1
229.63,7.59,IV,Light,1
229.75,22.32,V,Moderate,1
229.86,21.19,V,Moderate,1
229.98,12.15,V,Moderate,1
230.09,12.9,V,Moderate,1
230.2,11.74,V,Moderate,1
230.31,23.71,V,Moderate,1
230.42,65.69,VII,Very Strong,1
230.54,6.01,IV,Light,1
230.65,11.15,V,Moderate,1
230.77,11.88,V,Moderate,1
230.88,4.65,III,Weak,0
230.99,7.36,IV,Light,1
231.1,19.82,V,Moderate,1
231.22,17.32,V,Moderate,1
231.33,5.88,IV,Light,1
231.45,13.14,V,Moderate,1
231.56,20.94,V,Moderate,1
231.68,10.73,V,Moderate,1
231.79,14.79,V,Moderate,1
231.9,11.86,V,Moderate,1
232.01,29.46,VI,Strong,1
232.12,21.61,V,Moderate,1
232.24,8.45,IV,Light,1
232.35,31.58,VI,Strong,1
232.46,4.96,III,Weak,0
232.57,7.71,IV,Light,1
232.68,31.95,VI,Strong,1
232.8,0.15,I,Instrumental,0
232.92,6.17,IV,Light,1
233.04,51.17,VII,Very Strong,1
233.15,10.71,V,Moderate,1
233.26,2.65,III,Weak,0
233.37,6.67,IV,Light,1
233.49,10.18,V,Moderate,1
233.59,35.72,VI,Strong,1
233.71,1.92,II,Very Weak,0
233.82,7.36,IV,Light,1
233.94,2.39,III,Weak,0
234.05,6.36,IV,Light,1
234.17,60.82,VII,Very Strong,1
234.28,55.72,VII,Very Strong,1
234.39,0.11,I,Instrumental,0
234.5,74.29,VII,Very Strong,1
234.62,50.46,VII,Very Strong,1
234.74,113.94,VIII,Severe,1
234.85,9.09,IV,Light,1
234.97,45.51,VI,Strong,1
235.08,7.95,IV,Light,1
235.19,13.2,V,Moderate,1
235.31,13.29,V,Moderate,1
235.42,10.45,V,Moderate,1
235.53,7.6,IV,Light,1
235.65,47.81,VI,Strong,1
235.77,65.64,VII,Very Strong,1
235.87,74.54,VII,Very Strong,1
235.99,2.28,III,Weak,0
236.1,34.82,VI,Strong,1
236.21,26.17,VI,Strong,1
236.32,30.34,VI,Strong,1
236.43,20.67,V,Moderate,1
236.54,20.83,V,Moderate,1
236.65,47.09,VI,Strong,1
236.77,43.8,VI,Strong,1
236.88,10.59,V,Moderate,1
236.99,1.57,II,Very Weak,0
237.1,15.14,V,Moderate,1
237.21,19.21,V,Moderate,1
237.32,35.31,VI,Strong,1
237.43,29.01,VI,Strong,1
237.54,11.06,V,Moderate,1
237.65,14.06,V,Moderate,1
237.76,37.46,VI,Strong,1
237.88,16.81,V,Moderate,1
237.99,13.77,V,Moderate,1
238.1,7.12,IV,Light,1
238.22,18.16,V,Moderate,1
238.32,24.08,V,Moderate,1
238.44,1.23,II,Very Weak,0
238.54,10.06,V,Moderate,1
238.65,10.45,V,Moderate,1
238.77,11.31,V,Moderate,1
238.88,13.78,V,Moderate,1
238.99,8.83,IV,Light,1
239.1,14.01,V,Moderate,1
239.22,7.25,IV,Light,1
239.33,7.72,IV,Light,1
239.45,12.73,V,Moderate,1
239.56,0.04,I,Instrumental,0
239.68,1.12,II,Very Weak,0
239.79,2.63,III,Weak,0
239.9,7.24,IV,Light,1
240.01,2.92,III,Weak,0
240.12,6.8,IV,Light,1
240.24,30.74,VI,Strong,1
240.35,55.93,VII,Very Strong,1
240.46,33.84,VI,Strong,1
240.57,24.59,V,Moderate,1
240.69,5.76,IV,Light,1
240.8,23.9,V,Moderate,1
240.91,10.55,V,Moderate,1
241.03,4.6,III,Weak,0
241.14,24.05,V,Moderate,1
241.25,22.14,V,Moderate,1
241.36,37.17,VI,Strong,1
241.48,49.45,VI,Strong,1
241.59,27.69,VI,Strong,1
241.72,10.81,V,Moderate,1
241.83,1.09,II,Very Weak,0
241.94,22.5,V,Moderate,1
242.05,0.26,I,Instrumental,0
242.16,18.54,V,Moderate,1
242.28,8.23,IV,Light,1
242.39,27.36,VI,Strong,1
242.5,17.86,V,Moderate,1
242.61,6.31,IV,Light,1
242.72,13.42,V,Moderate,1
242.84,2.4,III,Weak,0
242.95,6.69,IV,Light,1
243.06,9.62,IV,Light,1
243.17,8.55,IV,Light,1
243.29,14.39,V,Moderate,1
243.4,40.5,VI,Strong,1
243.51,16.82,V,Moderate,1
243.62,17.66,V,Moderate,1
243.74,46.36,VI,Strong,1
243.85,15.32,V,Moderate,1
243.96,1.58,II,Very Weak,0
244.07,35.31,VI,Strong,1
244.19,13.23,V,Moderate,1
244.3,5.85,IV,Light,1
244.42,6.47,IV,Light,1
244.53,9.78,IV,Light,1
244.64,7.27,IV,Light,1
244.76,38.43,VI,Strong,1
244.87,36.6,VI,Strong,1
244.98,25.95,VI,Strong,1
245.09,6.11,IV,Light,1
245.2,34.11,VI,Strong,1
245.32,2.97,III,Weak,0
245.43,13.21,V,Moderate,1
245.54,20.42,V,Moderate,1
245.65,5.58,IV,Light,1
245.77,34.73,VI,Strong,1
245.87,41.59,VI,Strong,1
245.99,4.75,III,Weak,0
246.09,39.59,VI,Strong,1
246.21,13.14,V,Moderate,1
246.32,12.17,V,Moderate,1
246.43,22.32,V,Moderate,1
246.54,7.74,IV,Light,1
246.65,27.1,VI,Strong,1
246.77,59.94,VII,Very Strong,1
246.88,161.48,VIII,Severe,1
247.0,2.81,III,Weak,0
247.11,2.57,III,Weak,0
247.22,12.32,V,Moderate,1
247.33,64.86,VII,Very Strong,1
247.44,41.68,VI,Strong,1
247.56,47.1,VI,Strong,1
247.67,55.79,VII,Very Strong,1
247.78,23.45,V,Moderate,1
247.89,53.14,VII,Very Strong,1
248.01,112.75,VIII,Severe,1
248.12,35.42,VI,Strong,1
248.24,23.97,V,Moderate,1
248.35,16.63,V,Moderate,1
248.47,75.51,VII,Very Strong,1
248.58,1.99,II,Very Weak,0
248.72,87.13,VII,Very Strong,1
248.83,117.6,VIII,Severe,1
248.94,22.57,V,Moderate,1
249.05,20.03,V,Moderate,1
249.17,2.32,III,Weak,0
249.28,10.53,V,Moderate,1
249.39,10.62,V,Moderate,1
249.5,33.73,VI,Strong,1
249.62,30.2,VI,Strong,1
249.73,56.41,VII,Very Strong,1
249.85,45.82,VI,Strong,1
249.97,103.81,VIII,Severe,1
250.07,21.3,V,Moderate,1
250.19,13.27,V,Moderate,1
250.3,0.65,I,Instrumental,0
250.41,1.0,II,Very Weak,0
250.52,22.18,V,Moderate,1
250.63,13.17,V,Moderate,1
250.75,8.76,IV,Light,1
250.86,34.96,VI,Strong,1
250.97,10.8,V,Moderate,1
251.09,36.65,VI,Strong,1
251.2,18.82,V,Moderate,1
251.31,13.89,V,Moderate,1
251.42,3.26,III,Weak,0
251.54,4.52,III,Weak,0
251.65,12.57,V,Moderate,1
251.77,8.35,IV,Light,1
251.88,8.23,IV,Light,1
252.0,10.08,V,Moderate,1
252.11,17.13,V,Moderate,1
252.23,7.19,IV,Light,1
252.35,6.48,IV,Light,1
252.46,13.84,V,Moderate,1
252.57,33.22,VI,Strong,1
252.68,19.23,V,Moderate,1
252.8,27.72,VI,Strong,1
252.91,4.99,III,Weak,0
253.03,10.2,V,Moderate,1
253.14,2.65,III,Weak,0
253.26,14.11,V,Moderate,1
253.38,21.84,V,Moderate,1
253.49,20.49,V,Moderate,1
253.61,32.66,VI,Strong,1
253.72,10.15,V,Moderate,1
253.83,11.22,V,Moderate,1
253.94,18.27,V,Moderate,1
254.05,4.27,III,Weak,0
254.17,1.84,II,Very Weak,0
254.27,2.75,III,Weak,0
254.38,11.7,V,Moderate,1
254.5,0.16,I,Instrumental,0
254.61,13.97,V,Moderate,1
254.72,45.49,VI,Strong,1
254.83,4.34,III,Weak,0
254.94,0.54,I,Instrumental,0
255.06,18.08,V,Moderate,1
255.17,4.19,III,Weak,0
255.28,15.16,V,Moderate,1
255.39,5.18,IV,Light,1
255.51,8.06,IV,Light,1
255.62,4.31,III,Weak,0
255.73,21.76,V,Moderate,1
255.85,20.56,V,Moderate,1
255.96,10.52,V,Moderate,1
256.07,9.35,IV,Light,1
256.18,9.74,IV,Light,1
256.29,35.81,VI,Strong,1
256.4,33.38,VI,Strong,1
256.51,3.44,III,Weak,0
256.63,9.13,IV,Light,1
256.74,48.11,VI,Strong,1
256.85,27.56,VI,Strong,1
256.96,5.35,IV,Light,1
257.08,14.54,V,Moderate,1
257.19,0.63,I,Instrumental,0
257.31,27.84,VI,Strong,1
257.42,25.66,VI,Strong,1
257.53,25.77,VI,Strong,1
257.64,4.06,III,Weak,0
257.75,6.17,IV,Light,1
257.86,14.02,V,Moderate,1
257.98,27.46,VI,Strong,1
258.09,24.35,V,Moderate,1
258.2,41.53,VI,Strong,1
258.31,24.03,V,Moderate,1
258.43,9.56,IV,Light,1
258.54,7.92,IV,Light,1
258.65,31.37,VI,Strong,1
258.76,24.72,V,Moderate,1
258.87,23.34,V,Moderate,1
258.98,27.04,VI,Strong,1
259.09,50.8,VII,Very Strong,1
259.21,20.31,V,Moderate,1
259.33,56.34,VII,Very Strong,1
259.44,8.31,IV,Light,1
259.56,17.66,V,Moderate,1
259.67,23.7,V,Moderate,1
259.78,23.86,V,Moderate,1
259.89,47.1,VI,Strong,1
260.01,24.8,V,Moderate,1
260.12,12.63,V,Moderate,1
260.23,12.58,V,Moderate,1
260.35,2.73,III,Weak,0
260.46,21.83,V,Moderate,1
260.58,23.79,V,Moderate,1
260.69,43.8,VI,Strong,1
260.81,66.21,VII,Very Strong,1
260.93,23.25,V,Moderate,1
261.03,34.74,VI,Strong,1
261.14,2.25,III,Weak,0
261.26,33.95,VI,Strong,1
261.37,52.41,VII,Very Strong,1
261.48,18.77,V,Moderate,1
261.59,15.94,V,Moderate,1
261.71,26.27,VI,Strong,1
261.82,9.05,IV,Light,1
261.93,100.55,VIII,Severe,1
262.05,27.89,VI,Strong,1
262.16,4.44,III,Weak,0
262.27,7.94,IV,Light,1
262.38,11.51,V,Moderate,1
262.5,1.3,II,Very Weak,0
262.6,38.05,VI,Strong,1
262.72,7.04,IV,Light,1
262.83,3.78,III,Weak,0
262.94,23.61,V,Moderate,1
263.05,46.85,VI,Strong,1
263.15,9.45,IV,Light,1
263.26,4.19,III,Weak,0
263.37,3.44,III,Weak,0
263.48,11.77,V,Moderate,1
263.59,23.99,V,Moderate,1
263.7,25.7,VI,Strong,1
263.81,11.2,V,Moderate,1
263.92,16.07,V,Moderate,1
264.04,44.48,VI,Strong,1
264.15,13.41,V,Moderate,1
264.26,12.32,V,Moderate,1
264.37,14.44,V,Moderate,1
264.49,2.3,III,Weak,0
264.6,44.31,VI,Strong,1
264.72,12.74,V,Moderate,1
264.82,16.44,V,Moderate,1
264.94,31.37,VI,Strong,1
265.05,24.13,V,Moderate,1
265.17,85.39,VII,Very Strong,1
2.84,0.0,I,Instrumental,0
2.97,1.32,II,Very Weak,0
3.08,1.8,II,Very Weak,0
3.19,0.12,I,Instrumental,0
3.3,0.55,I,Instrumental,0
3.42,1.11,II,Very Weak,0
3.54,0.37,I,Instrumental,0
3.64,0.41,I,Instrumental,0
3.75,0.35,I,Instrumental,0
3.86,0.47,I,Instrumental,0
3.98,0.17,I,Instrumental,0
4.09,0.34,I,Instrumental,0
4.2,0.96,I,Instrumental,0
4.31,0.05,I,Instrumental,0
4.43,0.67,I,Instrumental,0
4.54,0.29,I,Instrumental,0
4.65,0.1,I,Instrumental,0
4.76,0.02,I,Instrumental,0
4.87,0.34,I,Instrumental,0
4.99,0.24,I,Instrumental,0
5.1,0.07,I,Instrumental,0
5.21,0.14,I,Instrumental,0
5.32,0.24,I,Instrumental,0
5.44,0.31,I,Instrumental,0
5.55,0.6,I,Instrumental,0
5.66,0.14,I,Instrumental,0
5.76,0.38,I,Instrumental,0
5.88,1.14,II,Very Weak,0
5.99,14.98,V,Moderate,1
6.1,6.68,IV,Light,1
6.21,35.26,VI,Strong,1
6.32,38.64,VI,Strong,1
6.43,12.76,V,Moderate,1
6.55,42.8,VI,Strong,1
6.66,4.61,III,Weak,0
6.77,2.31,III,Weak,0
6.88,5.44,IV,Light,1
6.99,6.96,IV,Light,1
7.1,14.76,V,Moderate,1
7.21,6.96,IV,Light,1
7.32,34.68,VI,Strong,1
7.44,38.65,VI,Strong,1
7.55,9.64,IV,Light,1
7.66,43.61,VI,Strong,1
7.77,3.52,III,Weak,0
7.88,2.9,III,Weak,0
7.99,4.56,III,Weak,0
8.13,6.9,IV,Light,1
8.26,0.83,I,Instrumental,0
8.37,0.74,I,Instrumental,0
8.47,1.66,II,Very Weak,0
8.59,1.31,II,Very Weak,0
8.69,3.38,III,Weak,0
8.8,0.6,I,Instrumental,0
8.91,0.19,I,Instrumental,0
9.02,0.63,I,Instrumental,0
9.13,0.93,I,Instrumental,0
691.6,0.62,I,Instrumental,0
691.71,0.91,I,Instrumental,0
691.82,1.05,II,Very Weak,0
691.93,1.67,II,Very Weak,0
692.04,1.56,II,Very Weak,0
692.15,1.11,II,Very Weak,0
692.27,0.3,I,Instrumental,0
692.39,0.16,I,Instrumental,0
692.5,1.9,II,Very Weak,0
692.62,1.78,II,Very Weak,0
692.73,1.42,II,Very Weak,0
692.84,10.63,V,Moderate,1
692.96,4.25,III,Weak,0
693.08,9.45,IV,Light,1
693.19,13.62,V,Moderate,1
693.3,7.06,IV,Light,1
693.41,11.52,V,Moderate,1
693.52,8.4,IV,Light,1
693.63,3.32,III,Weak,0
693.75,12.33,V,Moderate,1
693.85,1.16,II,Very Weak,0
693.96,4.7,III,Weak,0
694.08,8.28,IV,Light,1
694.19,4.86,III,Weak,0
694.3,4.79,III,Weak,0
694.42,2.47,III,Weak,0
694.53,31.63,VI,Strong,1
694.64,1.12,II,Very Weak,0
694.76,15.89,V,Moderate,1
694.87,23.25,V,Moderate,1
694.98,117.92,VIII,Severe,1
695.1,61.18,VII,Very Strong,1
695.21,51.47,VII,Very Strong,1
695.32,9.47,IV,Light,1
695.44,0.06,I,Instrumental,0
695.55,11.63,V,Moderate,1
695.66,7.61,IV,Light,1
695.78,23.17,V,Moderate,1
695.89,23.1,V,Moderate,1
696.0,37.51,VI,Strong,1
696.11,137.9,VIII,Severe,1
696.22,73.97,VII,Very Strong,1
696.34,42.81,VI,Strong,1
696.45,11.12,V,Moderate,1
696.57,13.68,V,Moderate,1
696.69,37.88,VI,Strong,1
696.8,14.43,V,Moderate,1
696.91,1.87,II,Very Weak,0
697.03,20.44,V,Moderate,1
697.14,24.87,V,Moderate,1
697.26,4.88,III,Weak,0
697.38,0.39,I,Instrumental,0
697.49,7.42,IV,Light,1
697.61,49.33,VI,Strong,1
697.72,39.12,VI,Strong,1
697.83,35.02,VI,Strong,1
697.95,7.58,IV,Light,1
698.06,27.31,VI,Strong,1
698.17,3.38,III,Weak,0
698.28,1.55,II,Very Weak,0
698.39,42.86,VI,Strong,1
698.51,13.14,V,Moderate,1
698.62,51.44,VII,Very Strong,1
698.74,43.99,VI,Strong,1
698.86,65.17,VII,Very Strong,1
698.97,43.14,VI,Strong,1
699.08,25.56,VI,Strong,1
699.19,19.04,V,Moderate,1
699.31,2.38,III,Weak,0
699.42,19.93,V,Moderate,1
699.53,25.27,VI,Strong,1
699.65,19.57,V,Moderate,1
699.77,66.69,VII,Very Strong,1
699.88,8.6,IV,Light,1
700.0,30.21,VI,Strong,1
700.11,35.56,VI,Strong,1
700.23,24.57,V,Moderate,1
700.34,23.23,V,Moderate,1
700.44,30.72,VI,Strong,1
700.56,4.6,III,Weak,0
700.67,34.32,VI,Strong,1
700.79,13.49,V,Moderate,1
700.9,20.2,V,Moderate,1
701.02,28.01,VI,Strong,1
701.13,22.58,V,Moderate,1
701.24,1.52,II,Very Weak,0
701.36,7.35,IV,Light,1
701.47,52.6,VII,Very Strong,1
701.58,27.37,VI,Strong,1
701.69,16.51,V,Moderate,1
701.8,39.35,VI,Strong,1
701.91,6.3,IV,Light,1
702.03,9.9,IV,Light,1
702.14,21.65,V,Moderate,1
702.26,12.46,V,Moderate,1
702.36,11.13,V,Moderate,1
702.47,5.86,IV,Light,1
702.59,27.15,VI,Strong,1
702.7,2.03,III,Weak,0
702.81,16.5,V,Moderate,1
702.92,26.41,VI,Strong,1
703.04,9.26,IV,Light,1
703.14,7.37,IV,Light,1
703.26,7.58,IV,Light,1
703.37,8.36,IV,Light,1
703.49,5.45,IV,Light,1
703.61,41.2,VI,Strong,1
703.72,33.06,VI,Strong,1
703.83,43.88,VI,Strong,1
703.95,20.08,V,Moderate,1
704.06,19.53,V,Moderate,1
704.17,23.83,V,Moderate,1
704.29,24.7,V,Moderate,1
704.4,16.56,V,Moderate,1
704.51,25.74,VI,Strong,1
704.62,3.9,III,Weak,0
704.75,12.2,V,Moderate,1
704.86,48.92,VI,Strong,1
704.98,20.0,V,Moderate,1
705.08,28.16,VI,Strong,1
